,TIME,RATE,ERROR,FRACEXP
5131,118027544.44376001,72.84723,8.535059,1.0
5132,118027545.44376001,70.27565,8.383058,1.0
5133,118027546.44376001,96.10281,9.803205,1.0
5134,118027547.44376001,64.36709,8.02291,1.0
5135,118027548.44376001,71.62647,8.463243,1.0
5136,118027549.44376001,81.78525,9.04352,1.0
5137,118027550.44376001,73.78896,8.590051,1.0
5138,118027551.44376001,76.735855,8.7599,1.0
5139,118027552.44376001,79.619576,8.92298,1.0
5140,118027553.44376001,76.24862,8.732045,1.0
5141,118027554.44376001,73.77389,8.589172,1.0
5142,118027555.44376001,60.87954,7.802534,1.0
5143,118027556.44376001,66.51544,8.1557,1.0
5144,118027557.44376001,68.701035,8.288609,1.0
5145,118027558.44376001,62.105473,7.8807025,1.0
5146,118027559.44376001,92.94184,9.640635,1.0
5147,118027560.44376001,69.53214,8.3385935,1.0
5148,118027561.44376001,83.031425,9.112158,1.0
5149,118027562.44376001,66.62059,8.162144,1.0
5150,118027563.44376001,82.61856,9.089476,1.0
5151,118027564.44376001,93.58771,9.674074,1.0
5152,118027565.44376001,71.09465,8.431765,1.0
5153,118027566.44376001,71.90607,8.479745,1.0
5154,118027567.44376001,67.96761,8.244247,1.0
5155,118027568.44376001,75.324875,8.67899,1.0
5156,118027569.44376001,83.348625,9.129547,1.0
5157,118027570.44376001,77.60567,8.809408,1.0
5158,118027571.44376001,84.45454,9.189915,1.0
5159,118027572.44376001,76.346985,8.737677,1.0
5160,118027573.44376001,62.884453,7.9299717,1.0
5161,118027574.44376001,84.308586,9.181971,1.0
5162,118027575.44376001,62.154476,7.883811,1.0
5163,118027576.44376001,79.517624,8.917266,1.0
5164,118027577.44376001,49.347183,7.024755,1.0
5165,118027578.44376001,81.96367,9.053379,1.0
5166,118027579.44376001,77.43997,8.799998,1.0
5167,118027580.44376001,55.172554,7.427823,1.0
5168,118027581.44376001,80.90255,8.994584,1.0
5169,118027582.44376001,82.80584,9.0997715,1.0
5170,118027583.44376001,90.44083,9.510038,1.0
5171,118027584.44376001,73.71069,8.585493,1.0
5172,118027585.44376001,75.95626,8.715289,1.0
5173,118027586.44376001,76.32571,8.736459,1.0
5174,118027587.44376001,67.151566,8.194606,1.0
5175,118027588.44376001,73.81264,8.591428,1.0
5176,118027589.44376001,83.187065,9.120694,1.0
5177,118027590.44376001,79.73885,8.929662,1.0
5178,118027591.44376001,69.56313,8.340451,1.0
5179,118027592.44376001,67.022125,8.186705,1.0
5180,118027593.44376001,70.07176,8.370888,1.0
5181,118027594.44376001,74.88805,8.653788,1.0
5182,118027595.44376001,63.33697,7.9584527,1.0
5183,118027596.44376001,73.859,8.594126,1.0
5184,118027597.44376001,73.96719,8.600418,1.0
5185,118027598.44376001,61.8306,7.8632436,1.0
5186,118027599.44376001,93.41491,9.665139,1.0
5187,118027600.44376001,86.61714,9.306833,1.0
5188,118027601.44376001,63.413025,7.9632297,1.0
5189,118027602.44376001,77.81713,8.821402,1.0
5190,118027603.44376001,83.549126,9.140521,1.0
5191,118027604.44376001,82.02685,9.056868,1.0
5192,118027605.44376001,80.73993,8.98554,1.0
5193,118027606.44376001,55.15536,7.426666,1.0
5194,118027607.44376001,71.41391,8.450675,1.0
5195,118027608.44376001,81.98666,9.054648,1.0
5196,118027609.44376001,66.99036,8.184764,1.0
5197,118027610.44376001,75.100784,8.666071,1.0
5198,118027611.44376001,69.06921,8.310788,1.0
5199,118027612.44376001,59.83841,7.735529,1.0
5200,118027613.44376001,83.220764,9.122541,1.0
5201,118027614.44376001,66.96098,8.182969,1.0
5202,118027615.44376001,77.471306,8.801779,1.0
5203,118027616.44376001,77.417755,8.798736,1.0
5204,118027617.44376001,68.06808,8.250338,1.0
5205,118027618.44376001,50.35874,7.0963893,1.0
5206,118027619.44376001,90.134,9.493893,1.0
5207,118027620.44376001,81.07863,9.004367,1.0
5208,118027621.44376001,75.55125,8.692022,1.0
5209,118027622.44376001,73.305695,8.561874,1.0
5210,118027623.44376001,52.76589,7.2640133,1.0
5211,118027624.44376001,57.497276,7.582696,1.0
5212,118027625.44376001,55.331707,7.4385285,1.0
5213,118027626.44376001,85.6227,9.253254,1.0
5214,118027627.44376001,70.92037,8.421423,1.0
5215,118027628.44376001,78.360435,8.852143,1.0
5216,118027629.44376001,70.46502,8.394344,1.0
5217,118027630.44376001,62.409466,7.8999662,1.0
5218,118027631.44376001,88.91209,9.42932,1.0
5219,118027632.44376001,70.586586,8.401583,1.0
5220,118027633.44376001,70.36401,8.388326,1.0
5221,118027634.44376001,68.491714,8.275972,1.0
5222,118027635.44376001,92.108475,9.597316,1.0
5223,118027636.44376001,85.77247,9.261343,1.0
5224,118027637.44376001,54.26592,7.3665404,1.0
5225,118027638.44376001,89.20062,9.444608,1.0
5226,118027639.44376001,84.56565,9.195958,1.0
5227,118027640.44376001,62.033268,7.87612,1.0
5228,118027641.44376001,71.47195,8.454108,1.0
5229,118027642.44376001,71.65576,8.4649725,1.0
5230,118027643.44376001,67.922874,8.241533,1.0
5231,118027644.44376001,60.804775,7.797742,1.0
5232,118027645.44376001,70.43506,8.39256,1.0
5233,118027646.44376001,78.500565,8.860054,1.0
5234,118027647.44376001,85.5829,9.251102,1.0
5235,118027648.44376001,66.74247,8.169606,1.0
5236,118027649.44376001,70.28373,8.383539,1.0
5237,118027650.44376001,86.740135,9.313438,1.0
5238,118027651.44376001,92.60261,9.623025,1.0
5239,118027652.44376001,72.7466,8.529161,1.0
5240,118027653.44376001,65.53914,8.095625,1.0
5241,118027654.44376001,66.80035,8.173148,1.0
5242,118027655.44376001,74.16619,8.6119795,1.0
5243,118027656.44376001,61.108612,7.8171997,1.0
5244,118027657.44376001,85.61773,9.252985,1.0
5245,118027658.44376001,70.45393,8.393684,1.0
5246,118027659.44376001,78.46372,8.857975,1.0
5247,118027660.44376001,98.8568,9.942676,1.0
5248,118027661.44376001,69.324196,8.326116,1.0
5249,118027662.44376001,77.473595,8.8019085,1.0
5250,118027663.44376001,69.16955,8.316823,1.0
5251,118027664.44376001,51.76913,7.195077,1.0
5252,118027665.44376001,83.36859,9.13064,1.0
5253,118027666.44376001,73.68567,8.584036,1.0
5254,118027667.44376001,84.49146,9.191924,1.0
5255,118027668.44376001,77.529106,8.805061,1.0
5256,118027669.44376001,82.23004,9.068078,1.0
5257,118027670.44376001,76.371864,8.7390995,1.0
5258,118027671.44376001,68.026024,8.247789,1.0
5259,118027672.44376001,87.610504,9.360048,1.0
5260,118027673.44376001,76.45295,8.743738,1.0
5261,118027674.44376001,84.59008,9.197287,1.0
5262,118027675.44376001,65.66951,8.103673,1.0
5263,118027676.44376001,73.825386,8.59217,1.0
5264,118027677.44376001,71.43277,8.451791,1.0
5265,118027678.44376001,76.20331,8.72945,1.0
5266,118027679.44376001,71.56986,8.459897,1.0
5267,118027680.44376001,71.29195,8.443456,1.0
5268,118027681.44376001,74.20059,8.6139765,1.0
5269,118027682.44376001,88.97748,9.432787,1.0
5270,118027683.44376001,70.40613,8.390836,1.0
5271,118027684.44376001,86.667625,9.309545,1.0
5272,118027685.44376001,87.90605,9.375823,1.0
5273,118027686.44376001,77.819336,8.821527,1.0
5274,118027687.44376001,54.92646,7.4112387,1.0
5275,118027688.44376001,65.7311,8.107472,1.0
5276,118027689.44376001,96.24613,9.810512,1.0
5277,118027690.44376001,70.2655,8.382452,1.0
5278,118027691.44376001,62.057766,7.877675,1.0
5279,118027692.44376001,72.394,8.508466,1.0
5280,118027693.44376001,74.05812,8.605702,1.0
5281,118027694.44376001,88.990944,9.433501,1.0
5282,118027695.44376001,76.17563,8.727865,1.0
5283,118027696.44376001,59.87394,7.7378254,1.0
5284,118027697.44376001,66.644394,8.163602,1.0
5285,118027698.44376001,63.385136,7.961478,1.0
5286,118027699.44376001,82.37241,9.075925,1.0
5287,118027700.44376001,71.73258,8.469509,1.0
5288,118027701.44376001,63.651695,7.9782014,1.0
5289,118027702.44376001,88.83984,9.425489,1.0
5290,118027703.44376001,74.9354,8.656524,1.0
5291,118027704.44376001,68.828384,8.296288,1.0
5292,118027705.44376001,84.21274,9.17675,1.0
5293,118027706.44376001,64.49353,8.0307865,1.0
5294,118027707.44376001,66.82111,8.174418,1.0
5295,118027708.44376001,76.369415,8.738959,1.0
5296,118027709.44376001,74.022995,8.603662,1.0
5297,118027710.44376001,81.21891,9.012154,1.0
5298,118027711.44376001,65.81654,8.11274,1.0
5299,118027712.44376001,80.71782,8.984309,1.0
5300,118027713.44376001,69.09775,8.312506,1.0
5301,118027714.44376001,62.242565,7.8893957,1.0
5302,118027715.44376001,81.165306,9.009179,1.0
5303,118027716.44376001,82.02018,9.0564995,1.0
5304,118027717.44376001,81.90249,9.049999,1.0
5305,118027718.44376001,80.92188,8.995659,1.0
5306,118027719.44376001,80.56059,8.975555,1.0
5307,118027720.44376001,73.759895,8.588358,1.0
5308,118027721.44376001,85.447136,9.243762,1.0
5309,118027722.44376001,58.965733,7.678915,1.0
5310,118027723.44376001,76.33149,8.73679,1.0
5311,118027724.44376001,71.28606,8.443107,1.0
5312,118027725.44376001,86.62489,9.307249,1.0
5313,118027726.44376001,78.71696,8.872258,1.0
5314,118027727.44376001,77.53519,8.805407,1.0
5315,118027728.44376001,66.84333,8.175777,1.0
5316,118027729.44376001,82.03181,9.057141,1.0
5317,118027730.44376001,72.72918,8.52814,1.0
5318,118027731.44376001,72.640305,8.522928,1.0
5319,118027732.44376001,76.41278,8.741441,1.0
5320,118027733.44376001,86.57451,9.304543,1.0
5321,118027734.44376001,78.63349,8.867553,1.0
5322,118027735.44376001,64.64305,8.040091,1.0
5323,118027736.44376001,107.21215,10.35433,1.0
5324,118027737.44376001,72.527695,8.516319,1.0
5325,118027738.44376001,76.393654,8.740346,1.0
5326,118027739.44376001,85.523285,9.24788,1.0
5327,118027740.44376001,71.3098,8.444513,1.0
5328,118027741.44376001,77.90129,8.826171,1.0
5329,118027742.44376001,78.43178,8.856172,1.0
5330,118027743.44376001,77.762276,8.818292,1.0
5331,118027744.44376001,67.98388,8.245234,1.0
5332,118027745.44376001,82.089775,9.060341,1.0
5333,118027746.44376001,74.86723,8.652585,1.0
5334,118027747.44376001,67.75766,8.231504,1.0
5335,118027748.44376001,72.11985,8.492341,1.0
5336,118027749.44376001,87.252174,9.340887,1.0
5337,118027750.44376001,65.52399,8.094688,1.0
5338,118027751.44376001,72.52695,8.516275,1.0
5339,118027752.44376001,82.500946,9.083003,1.0
5340,118027753.44376001,85.44672,9.243739,1.0
5341,118027754.44376001,65.81085,8.112389,1.0
5342,118027755.44376001,64.52632,8.032827,1.0
5343,118027756.44376001,71.225296,8.439508,1.0
5344,118027757.44376001,78.822495,8.878203,1.0
5345,118027758.44376001,64.64817,8.040408,1.0
5346,118027759.44376001,50.1153,7.079216,1.0
5347,118027760.44376001,79.53099,8.918015,1.0
5348,118027761.44376001,75.19799,8.671678,1.0
5349,118027762.44376001,67.848724,8.237034,1.0
5350,118027763.44376001,69.42471,8.3321495,1.0
5351,118027764.44376001,74.57901,8.635914,1.0
5352,118027765.44376001,64.820015,8.051087,1.0
5353,118027766.44376001,83.57743,9.142069,1.0
5354,118027767.44376001,66.9532,8.182493,1.0
5355,118027768.44376001,77.76875,8.81866,1.0
5356,118027769.44376001,65.42694,8.088692,1.0
5357,118027770.44376001,81.01901,9.001056,1.0
5358,118027771.44376001,75.122536,8.667326,1.0
5359,118027772.44376001,88.13026,9.387772,1.0
5360,118027773.44376001,70.237495,8.380781,1.0
5361,118027774.44376001,65.4855,8.092311,1.0
5362,118027775.44376001,82.10497,9.061179,1.0
5363,118027776.44376001,71.43175,8.451731,1.0
5364,118027777.44376001,78.27878,8.847529,1.0
5365,118027778.44376001,66.81574,8.174089,1.0
5366,118027779.44376001,88.212524,9.392152,1.0
5367,118027780.44376001,63.25608,7.953369,1.0
5368,118027781.44376001,83.52865,9.1394005,1.0
5369,118027782.44376001,80.026886,8.945775,1.0
5370,118027783.44376001,74.97496,8.658809,1.0
5371,118027784.44376001,65.525566,8.094787,1.0
5372,118027785.44376001,50.360516,7.096514,1.0
5373,118027786.44376001,73.048935,8.546867,1.0
5374,118027787.44376001,76.29577,8.734745,1.0
5375,118027788.44376001,79.491684,8.915811,1.0
5376,118027789.44376001,79.731834,8.929269,1.0
5377,118027790.44376001,75.071495,8.664381,1.0
5378,118027791.44376001,69.44163,8.333164,1.0
5379,118027792.44376001,63.445553,7.9652715,1.0
5380,118027793.44376001,69.5023,8.336803,1.0
5381,118027794.44376001,70.51612,8.3973875,1.0
5382,118027795.44376001,81.08814,9.004895,1.0
5383,118027796.44376001,59.6241,7.7216644,1.0
5384,118027797.44376001,88.42191,9.403293,1.0
5385,118027798.44376001,98.481766,9.923798,1.0
5386,118027799.44376001,64.57584,8.03591,1.0
5387,118027800.44376001,65.710495,8.106201,1.0
5388,118027801.44376001,84.26155,9.179409,1.0
5389,118027802.44376001,51.401054,7.1694527,1.0
5390,118027803.44376001,76.29668,8.734797,1.0
5391,118027804.44376001,83.51815,9.138826,1.0
5392,118027805.44376001,86.95553,9.324995,1.0
5393,118027806.44376001,56.413887,7.5109177,1.0
5394,118027807.44376001,64.68849,8.042915,1.0
5395,118027808.44376001,81.13658,9.007585,1.0
5396,118027809.44376001,74.96017,8.657954,1.0
5397,118027810.44376001,59.468388,7.711575,1.0
5398,118027811.44376001,74.93579,8.656547,1.0
5399,118027812.44376001,69.09386,8.312271,1.0
5400,118027813.44376001,68.126015,8.253848,1.0
5401,118027814.44376001,66.06329,8.127933,1.0
5402,118027815.44376001,84.75555,9.206278,1.0
5403,118027816.44376001,69.032585,8.308585,1.0
5404,118027817.44376001,70.28329,8.3835125,1.0
5405,118027818.44376001,73.10136,8.549933,1.0
5406,118027819.44376001,78.84129,8.879262,1.0
5407,118027820.44376001,77.281425,8.790985,1.0
5408,118027821.44376001,82.756195,9.097043,1.0
5409,118027822.44376001,73.05614,8.547288,1.0
5410,118027823.44376001,79.42674,8.9121685,1.0
5411,118027824.44376001,88.06668,9.384385,1.0
5412,118027825.44376001,72.784904,8.531407,1.0
5413,118027826.44376001,75.28956,8.676955,1.0
5414,118027827.44376001,81.70803,9.039249,1.0
5415,118027828.44376001,69.4425,8.333217,1.0
5416,118027829.44376001,92.46389,9.615814,1.0
5417,118027830.44376001,67.935295,8.242287,1.0
5418,118027831.44376001,67.84939,8.237074,1.0
5419,118027832.44376001,78.458046,8.857655,1.0
5420,118027833.44376001,68.960205,8.304228,1.0
5421,118027834.44376001,79.757286,8.930694,1.0
5422,118027835.44376001,78.84399,8.879414,1.0
5423,118027836.44376001,75.027504,8.661841,1.0
5424,118027837.44376001,80.98513,8.999174,1.0
5425,118027838.44376001,54.023697,7.3500814,1.0
5426,118027839.44376001,67.93273,8.242131,1.0
5427,118027840.44376001,70.31926,8.385658,1.0
5428,118027841.44376001,76.20925,8.729791,1.0
5429,118027842.44376001,78.74796,8.874005,1.0
5430,118027843.44376001,90.05428,9.489694,1.0
5431,118027844.44376001,64.58356,8.036389,1.0
5432,118027845.44376001,69.287384,8.323904,1.0
5433,118027846.44376001,63.470203,7.966819,1.0
5434,118027847.44376001,79.53717,8.918362,1.0
5435,118027848.44376001,79.767075,8.931241,1.0
5436,118027849.44376001,95.1776,9.7559,1.0
5437,118027850.44376001,62.20292,7.886883,1.0
5438,118027851.44376001,63.532074,7.9707007,1.0
5439,118027852.44376001,75.96546,8.7158165,1.0
5440,118027853.44376001,77.31169,8.7927065,1.0
5441,118027854.44376001,72.63066,8.522363,1.0
5442,118027855.44376001,68.043755,8.248864,1.0
5443,118027856.44376001,89.069855,9.437683,1.0
5444,118027857.44376001,73.952934,8.599589,1.0
5445,118027858.44376001,63.302006,7.956256,1.0
5446,118027859.44376001,72.46902,8.512874,1.0
5447,118027860.44376001,70.12869,8.374288,1.0
5448,118027861.44376001,65.708084,8.106052,1.0
5449,118027862.44376001,67.136696,8.193699,1.0
5450,118027863.44376001,92.66421,9.6262245,1.0
5451,118027864.44376001,67.95557,8.243517,1.0
5452,118027865.44376001,79.648346,8.924592,1.0
5453,118027866.44376001,80.90136,8.994518,1.0
5454,118027867.44376001,84.162285,9.174001,1.0
5455,118027868.44376001,64.59807,8.0372925,1.0
5456,118027869.44376001,65.75481,8.108933,1.0
5457,118027870.44376001,65.81375,8.112568,1.0
5458,118027871.44376001,79.358734,8.908352,1.0
5459,118027872.44376001,76.253136,8.732305,1.0
5460,118027873.44376001,75.1143,8.666851,1.0
5461,118027874.44376001,77.39935,8.79769,1.0
5462,118027875.44376001,93.72753,9.681298,1.0
5463,118027876.44376001,70.72056,8.409552,1.0
5464,118027877.44376001,63.307423,7.9565964,1.0
5465,118027878.44376001,83.2381,9.123491,1.0
5466,118027879.44376001,50.464367,7.1038275,1.0
5467,118027880.44376001,63.61003,7.9755898,1.0
5468,118027881.44376001,79.79138,8.932602,1.0
5469,118027882.44376001,89.40795,9.455578,1.0
5470,118027883.44376001,63.306873,7.9565616,1.0
5471,118027884.44376001,64.48355,8.030165,1.0
5472,118027885.44376001,56.303574,7.5035706,1.0
5473,118027886.44376001,60.691143,7.790452,1.0
5474,118027887.44376001,72.85182,8.535328,1.0
5475,118027888.44376001,74.85125,8.651662,1.0
5476,118027889.44376001,67.068375,8.189528,1.0
5477,118027890.44376001,80.001785,8.944372,1.0
5478,118027891.44376001,76.62225,8.753414,1.0
5479,118027892.44376001,78.456375,8.85756,1.0
5480,118027893.44376001,64.42099,8.026269,1.0
5481,118027894.44376001,60.865627,7.8016424,1.0
5482,118027895.44376001,82.183754,9.065526,1.0
5483,118027896.44376001,63.21823,7.9509892,1.0
5484,118027897.44376001,68.001236,8.246286,1.0
5485,118027898.44376001,72.88918,8.537517,1.0
5486,118027899.44376001,85.6607,9.255306,1.0
5487,118027900.44376001,59.816177,7.7340918,1.0
5488,118027901.44376001,79.483376,8.915345,1.0
5489,118027902.44376001,69.480484,8.335495,1.0
5490,118027903.44376001,79.92988,8.9403515,1.0
5491,118027904.44376001,80.024086,8.945619,1.0
5492,118027905.44376001,71.37338,8.4482765,1.0
5493,118027906.44376001,85.84105,9.265044,1.0
5494,118027907.44376001,73.69925,8.584826,1.0
5495,118027908.44376001,57.437653,7.5787635,1.0
5496,118027909.44376001,72.84203,8.534755,1.0
5497,118027910.44376001,82.061516,9.058781,1.0
5498,118027911.44376001,70.45336,8.39365,1.0
5499,118027912.44376001,66.05326,8.1273155,1.0
5500,118027913.44376001,72.99549,8.54374,1.0
5501,118027914.44376001,68.017525,8.247273,1.0
5502,118027915.44376001,62.406895,7.8998036,1.0
5503,118027916.44376001,85.86963,9.266586,1.0
5504,118027917.44376001,104.63062,10.228911,1.0
5505,118027918.44376001,67.09544,8.191181,1.0
5506,118027919.44376001,98.76415,9.938016,1.0
5507,118027920.44376001,69.73391,8.350683,1.0
5508,118027921.44376001,69.12901,8.314386,1.0
5509,118027922.44376001,62.423733,7.900869,1.0
5510,118027923.44376001,85.51078,9.247204,1.0
5511,118027924.44376001,81.38047,9.021112,1.0
5512,118027925.44376001,76.63838,8.754335,1.0
5513,118027926.44376001,68.476845,8.275074,1.0
5514,118027927.44376001,97.52753,9.875603,1.0
5515,118027928.44376001,79.8181,8.934097,1.0
5516,118027929.44376001,60.720383,7.7923284,1.0
5517,118027930.44376001,69.10203,8.312763,1.0
5518,118027931.44376001,78.55187,8.862949,1.0
5519,118027932.44376001,70.50782,8.3968935,1.0
5520,118027933.44376001,59.85986,7.7369156,1.0
5521,118027934.44376001,80.034195,8.946183,1.0
5522,118027935.44376001,71.73262,8.469511,1.0
5523,118027936.44376001,63.5472,7.9716496,1.0
5524,118027937.44376001,72.9007,8.538191,1.0
5525,118027938.44376001,72.60046,8.52059,1.0
5526,118027939.44376001,63.47193,7.9669275,1.0
5527,118027940.44376001,83.18731,9.1207075,1.0
5528,118027941.44376001,81.37027,9.020547,1.0
5529,118027942.44376001,70.33041,8.386323,1.0
5530,118027943.44376001,73.033554,8.545967,1.0
5531,118027944.44376001,89.619255,9.466744,1.0
5532,118027945.44376001,64.60641,8.037811,1.0
5533,118027946.44376001,76.32498,8.736417,1.0
5534,118027947.44376001,77.994225,8.831434,1.0
5535,118027948.44376001,76.527534,8.748002,1.0
5536,118027949.44376001,63.641045,7.977534,1.0
5537,118027950.44376001,74.26582,8.617762,1.0
5538,118027951.44376001,83.422264,9.133579,1.0
5539,118027952.44376001,70.6395,8.404731,1.0
5540,118027953.44376001,70.57721,8.401024,1.0
5541,118027954.44376001,85.86183,9.266166,1.0
5542,118027955.44376001,65.00874,8.0628,1.0
5543,118027956.44376001,73.791,8.590169,1.0
5544,118027957.44376001,54.398514,7.375535,1.0
5545,118027958.44376001,69.39451,8.330337,1.0
5546,118027959.44376001,71.40262,8.450007,1.0
5547,118027960.44376001,78.56534,8.863709,1.0
5548,118027961.44376001,51.688316,7.189459,1.0
5549,118027962.44376001,81.151825,9.0084305,1.0
5550,118027963.44376001,66.964355,8.183175,1.0
5551,118027964.44376001,68.49412,8.276117,1.0
5552,118027965.44376001,76.60878,8.752645,1.0
5553,118027966.44376001,70.48899,8.395772,1.0
5554,118027967.44376001,81.879845,9.048748,1.0
5555,118027968.44376001,71.96892,8.48345,1.0
5556,118027969.44376001,88.95274,9.431477,1.0
5557,118027970.44376001,74.4959,8.631101,1.0
5558,118027971.44376001,76.75164,8.760801,1.0
5559,118027972.44376001,74.21976,8.615088,1.0
5560,118027973.44376001,94.63074,9.727833,1.0
5561,118027974.44376001,74.04704,8.605059,1.0
5562,118027975.44376001,85.893036,9.26785,1.0
5563,118027976.44376001,91.78895,9.580655,1.0
5564,118027977.44376001,77.54485,8.805956,1.0
5565,118027978.44376001,95.58792,9.776908,1.0
5566,118027979.44376001,80.3336,8.962901,1.0
5567,118027980.44376001,79.75923,8.930802,1.0
5568,118027981.44376001,59.92852,7.741351,1.0
5569,118027982.44376001,95.30696,9.762528,1.0
5570,118027983.44376001,57.816914,7.6037436,1.0
5571,118027984.44376001,86.99182,9.326941,1.0
5572,118027985.44376001,69.35967,8.328245,1.0
5573,118027986.44376001,70.67945,8.407107,1.0
5574,118027987.44376001,60.085503,7.751484,1.0
5575,118027988.44376001,62.23887,7.8891616,1.0
5576,118027989.44376001,55.205734,7.430056,1.0
5577,118027990.44376001,95.06958,9.750363,1.0
5578,118027991.44376001,68.301125,8.264449,1.0
5579,118027992.44376001,74.10138,8.608215,1.0
5580,118027993.44376001,86.96258,9.325373,1.0
5581,118027994.44376001,74.071915,8.606504,1.0
5582,118027995.44376001,70.52378,8.397843,1.0
5583,118027996.44376001,66.10244,8.130341,1.0
5584,118027997.44376001,82.4029,9.077604,1.0
5585,118027998.44376001,69.1333,8.314644,1.0
5586,118027999.44376001,66.96604,8.183278,1.0
5587,118028000.44376001,64.70947,8.04422,1.0
5588,118028001.44376001,82.696846,9.0937805,1.0
5589,118028002.44376001,81.87765,9.048627,1.0
5590,118028003.44376001,64.84183,8.052443,1.0
5591,118028004.44376001,85.43287,9.2429905,1.0
5592,118028005.44376001,88.17546,9.390179,1.0
5593,118028006.44376001,62.2436,7.889461,1.0
5594,118028007.44376001,74.04921,8.6051855,1.0
5595,118028008.44376001,77.982666,8.830779,1.0
5596,118028009.44376001,76.51654,8.747374,1.0
5597,118028010.44376001,70.68705,8.407559,1.0
5598,118028011.44376001,83.48562,9.137047,1.0
5599,118028012.44376001,80.90955,8.994974,1.0
5600,118028013.44376001,70.30187,8.384622,1.0
5601,118028014.44376001,85.954346,9.271156,1.0
5602,118028015.44376001,76.312546,8.735705,1.0
5603,118028016.44376001,77.85482,8.823538,1.0
5604,118028017.44376001,81.23044,9.012793,1.0
5605,118028018.44376001,91.86865,9.584814,1.0
5606,118028019.44376001,87.43045,9.350425,1.0
5607,118028020.44376001,72.69764,8.526291,1.0
5608,118028021.44376001,90.662315,9.521676,1.0
5609,118028022.44376001,70.52878,8.398141,1.0
5610,118028023.44376001,76.60475,8.752414,1.0
5611,118028024.44376001,86.09191,9.278573,1.0
5612,118028025.44376001,80.85677,8.99204,1.0
5613,118028026.44376001,76.337524,8.737135,1.0
5614,118028027.44376001,69.292046,8.324184,1.0
5615,118028028.44376001,78.90028,8.882584,1.0
5616,118028029.44376001,75.91392,8.712859,1.0
5617,118028030.44376001,92.91792,9.639395,1.0
5618,118028031.44376001,80.9199,8.995549,1.0
5619,118028032.44376001,45.678986,6.758623,1.0
5620,118028033.44376001,87.92603,9.376888,1.0
5621,118028034.44376001,77.23499,8.788344,1.0
5622,118028035.44376001,68.194725,8.25801,1.0
5623,118028036.44376001,62.566795,7.9099174,1.0
5624,118028037.44376001,82.244354,9.068868,1.0
5625,118028038.44376001,67.12733,8.193127,1.0
5626,118028039.44376001,81.06759,9.003755,1.0
5627,118028040.44376001,63.535645,7.970925,1.0
5628,118028041.44376001,77.81398,8.821223,1.0
5629,118028042.44376001,79.91701,8.939631,1.0
5630,118028043.44376001,73.00753,8.544444,1.0
5631,118028044.44376001,69.17927,8.317408,1.0
5632,118028045.44376001,73.19858,8.555616,1.0
5633,118028046.44376001,70.59865,8.4023,1.0
5634,118028047.44376001,73.95884,8.599933,1.0
5635,118028048.44376001,77.51763,8.80441,1.0
5636,118028049.44376001,79.565735,8.919963,1.0
5637,118028050.44376001,79.65433,8.924928,1.0
5638,118028051.44376001,84.89451,9.213821,1.0
5639,118028052.44376001,81.029945,9.001663,1.0
5640,118028053.44376001,72.92467,8.539594,1.0
5641,118028054.44376001,67.16237,8.195265,1.0
5642,118028055.44376001,62.379887,7.8980937,1.0
5643,118028056.44376001,88.51605,9.408297,1.0
5644,118028057.44376001,85.68091,9.256398,1.0
5645,118028058.44376001,53.07938,7.2855597,1.0
5646,118028059.44376001,84.941795,9.216388,1.0
5647,118028060.44376001,72.861244,8.53588,1.0
5648,118028061.44376001,64.76136,8.047444,1.0
5649,118028062.44376001,71.586075,8.4608555,1.0
5650,118028063.44376001,69.27556,8.323194,1.0
5651,118028064.44376001,65.87363,8.116257,1.0
5652,118028065.44376001,75.30573,8.677888,1.0
5653,118028066.44376001,64.46124,8.028776,1.0
5654,118028067.44376001,87.75194,9.3676,1.0
5655,118028068.44376001,80.17628,8.954121,1.0
5656,118028069.44376001,69.7874,8.353886,1.0
5657,118028070.44376001,72.60806,8.521036,1.0
5658,118028071.44376001,75.37034,8.681609,1.0
5659,118028072.44376001,75.11423,8.666846,1.0
5660,118028073.44376001,79.12568,8.895262,1.0
5661,118028074.44376001,76.91121,8.769903,1.0
5662,118028075.44376001,81.67673,9.037518,1.0
5663,118028076.44376001,73.979256,8.601119,1.0
5664,118028077.44376001,68.189026,8.257665,1.0
5665,118028078.44376001,85.60926,9.252527,1.0
5666,118028079.44376001,91.01817,9.540344,1.0
5667,118028080.44376001,83.44506,9.134827,1.0
5668,118028081.44376001,77.68344,8.813821,1.0
5669,118028082.44376001,76.57954,8.750974,1.0
5670,118028083.44376001,69.23308,8.3206415,1.0
5671,118028084.44376001,75.26145,8.675336,1.0
5672,118028085.44376001,75.39533,8.683048,1.0
5673,118028086.44376001,75.08874,8.665376,1.0
5674,118028087.44376001,90.7191,9.524657,1.0
5675,118028088.44376001,76.449425,8.743536,1.0
5676,118028089.44376001,66.05191,8.127233,1.0
5677,118028090.44376001,63.60963,7.9755645,1.0
5678,118028091.44376001,82.10375,9.061112,1.0
5679,118028092.44376001,81.02415,9.001342,1.0
5680,118028093.44376001,69.55875,8.340189,1.0
5681,118028094.44376001,84.754135,9.206201,1.0
5682,118028095.44376001,80.12833,8.951443,1.0
5683,118028096.44376001,63.37421,7.960792,1.0
5684,118028097.44376001,56.70528,7.530291,1.0
5685,118028098.44376001,69.05069,8.309674,1.0
5686,118028099.44376001,83.45511,9.135377,1.0
